subject_id,type,中文名,年份,片长,评分,评价人数,国家,语言,类型,主演,导演,IMDB编号
1292052,Movie,肖申克的救赎,1994,PT2H22M,9.7,1661782,美国,英语,犯罪/剧情,蒂姆·罗宾斯,弗兰克·德拉邦特,tt0111161
1291841,Movie,教父,1972,PT2H55M,9.3,568190,美国,英语,剧情/犯罪,马龙·白兰度,弗朗西斯·福特·科波拉,tt0068646
1299131,Movie,教父2,1974,PT3H22M,9.2,309531,美国,英语,剧情/犯罪,阿尔·帕西诺,弗朗西斯·福特·科波拉,tt0071562
1851857,Movie,蝙蝠侠：黑暗骑士,2008,PT2H32M,9.2,606230,美国,英语,剧情/动作/科幻/犯罪/惊悚,克里斯蒂安·贝尔,克里斯托弗·诺兰,tt0468569
1293182,Movie,十二怒汉,1957,PT1H36M,9.4,272638,美国,英语,剧情,亨利·方达,西德尼·吕美特,tt0050083
1295124,Movie,辛德勒的名单,1993,PT3H15M,9.5,663843,美国,英语,剧情/历史/战争,连姆·尼森,史蒂文·斯皮尔伯格,tt0108052
1291552,Movie,指环王3：王者无敌,2003,PT3H21M,9.2,454214,美国,英语,剧情/动作/奇幻/冒险,维果·莫腾森,彼得·杰克逊,tt0167260
1291832,Movie,低俗小说,1994,PT2H34M,8.8,520963,美国,英语,剧情/喜剧/犯罪,约翰·特拉沃尔塔,昆汀·塔伦蒂诺,tt0110912
1401118,Movie,黄金三镖客,1966,PT2H41M,9.1,74851,意大利,意大利语,冒险/西部,克林特·伊斯特伍德,赛尔乔·莱昂内,tt0060196
1292000,Movie,搏击俱乐部,1999,PT2H19M,9,566258,美国,英语,剧情/动作/悬疑/惊悚,爱德华·诺顿,大卫·芬奇,tt0137523
1291571,Movie,指环王1：魔戒再现,2001,PT2H58M,9,474125,新西兰,英语,剧情/动作/奇幻/冒险,伊利亚·伍德,彼得·杰克逊,tt0120737
1292720,Movie,阿甘正传,1994,PT2H22M,9.5,1286618,美国,英语,剧情/爱情,汤姆·汉克斯,罗伯特·泽米吉斯,tt0109830
27119724,Movie,小丑,2019,PT2H2M,9.2,54092,加拿大,英语,剧情/犯罪/惊悚,杰昆·菲尼克斯,托德·菲利普斯,tt7286456
3541415,Movie,盗梦空间,2010,PT2H28M,9.3,1260244,美国,英语,剧情/科幻/悬疑/冒险,莱昂纳多·迪卡普里奥,克里斯托弗·诺兰,tt1375666
1296528,Movie,星球大战2：帝国反击战,1980,PT2H4M,8.3,67435,美国,英语,动作/冒险/科幻,马克·哈米尔,厄文·克什纳,tt0080684
1291572,Movie,指环王2：双塔奇兵,2002,PT2H59M,9,422008,美国,英语,剧情/动作/奇幻/冒险,伊利亚·伍德,彼得·杰克逊,tt0167261
1291843,Movie,黑客帝国,1999,PT2H16M,8.9,461934,美国,英语,动作/科幻,基努·里维斯,莉莉·沃卓斯基,tt0133093
1292224,Movie,飞越疯人院,1975,PT2H13M,9.1,388069,美国,英语,剧情,杰克·尼科尔森,米洛斯·福尔曼,tt0073486
1292268,Movie,好家伙,1990,PT2H26M,8.4,68848,美国,英语,剧情/传记/犯罪,罗伯特·德尼罗,马丁·斯科塞斯,tt0099685
1295399,Movie,七武士,1954,PT2H40M,9.2,114350,日本,日语,动作/冒险/剧情,三船敏郎,黑泽明,tt0047478
1292223,Movie,七宗罪,1995,PT2H7M,8.8,619637,美国,英语,剧情/犯罪/悬疑/惊悚,摩根·弗里曼,大卫·芬奇,tt0114369
1292208,Movie,上帝之城,2002,PT2H10M,8.9,207624,巴西,葡萄牙语,犯罪/剧情,亚历桑德雷·罗德里格斯,费尔南多·梅里尔斯,tt0317248
1292063,Movie,美丽人生,1997,PT1H56M,9.5,752083,意大利,意大利语,剧情/喜剧/爱情/战争,罗伯托·贝尼尼,罗伯托·贝尼尼,tt0118799
1293544,Movie,沉默的羔羊,1991,PT1H58M,8.8,521318,美国,英语,剧情/犯罪/惊悚,朱迪·福斯特,乔纳森·戴米,tt0102926
1293749,Movie,生活多美好,1946,PT2H10M,9.2,49017,美国,英语,剧情/爱情/奇幻,詹姆斯·斯图尔特,弗兰克·卡普拉,tt0038650
1293838,Movie,星球大战,1977,PT2H1M,8.4,88334,美国,英语,动作/科幻/冒险,哈里森·福特,乔治·卢卡斯,tt0076759
1292849,Movie,拯救大兵瑞恩,1998,PT2H49M,9,390844,美国,英语,剧情/历史/战争,汤姆·汉克斯,史蒂文·斯皮尔伯格,tt0120815
1291561,Movie,千与千寻,2001,PT2H5M,9.3,1315066,日本,日语,剧情/动画/奇幻,柊瑠美,宫崎骏,tt0245429
1300374,Movie,绿里奇迹,1999,PT3H9M,8.8,157464,美国,英语,犯罪/剧情/奇幻/悬疑,汤姆·汉克斯,弗兰克·德拉邦特,tt0120689
1295644,Movie,这个杀手不太冷,1994,PT1H50M,9.4,1480159,法国,英语,剧情/动作/犯罪,让·雷诺,吕克·贝松,tt0110413
1889243,Movie,星际穿越,2014,PT2H49M,9.3,912444,美国,英语,剧情/科幻/冒险,马修·麦康纳,克里斯托弗·诺兰,tt0816692
1304920,Movie,切腹,1962,PT2H13M,9.3,18659,日本,日语,剧情,仲代达矢,小林正树,tt0056058
1292214,Movie,非常嫌疑犯,1995,PT1H46M,8.6,170584,德国,英语,剧情/犯罪/悬疑/惊悚,史蒂芬·鲍德温,布莱恩·辛格,tt0114814
1301753,Movie,狮子王,1994,PT1H29M,9,469000,美国,英语,动画/冒险/歌舞,乔纳森·泰勒·托马斯,罗杰·阿勒斯,tt0110357
1293527,Movie,美国X档案,1998,PT1H59M,8.5,73391,美国,英语,犯罪/剧情,爱德华·诺顿,托尼·凯耶,tt0120586
1300555,Movie,回到未来,1985,PT1H56M,8.6,109562,美国,英语,喜剧/科幻/冒险,迈克尔·J·福克斯,罗伯特·泽米吉斯,tt0088763
1296736,Movie,钢琴家,2002,PT2H30M,9.1,309272,法国,英语,剧情/传记/历史/战争/音乐,艾德里安·布洛迪,罗曼·波兰斯基,tt0253474
1294371,Movie,摩登时代,1936,PT1H27M,9.3,160614,美国,英语,剧情/喜剧/爱情,查理·卓别林,查理·卓别林,tt0027977
1291844,Movie,终结者2：审判日,1991,PT2H17M,8.7,209106,美国,英语,动作/科幻,阿诺·施瓦辛格,詹姆斯·卡梅隆,tt0103064
6786002,Movie,触不可及,2011,PT1H52M,9.2,603656,法国,法语,剧情/喜剧,弗朗索瓦·克鲁塞,奥利维埃·纳卡什,tt1675434
1293181,Movie,惊魂记,1960,PT1H49M,8.9,134867,美国,英语,悬疑/惊悚/恐怖,安东尼·博金斯,阿尔弗雷德·希区柯克,tt0054215
1293530,Movie,角斗士,2000,PT2H35M,8.5,152397,美国,英语,剧情/动作/冒险,罗素·克劳,雷德利·斯科特,tt0172495
1293908,Movie,城市之光,1931,PT1H27M,9.3,69187,美国,英语,喜剧/剧情/爱情,查理·卓别林,查理·卓别林,tt0021749
1315316,Movie,无间道风云,2006,PT2H31M,7.2,94187,美国,英语,剧情/犯罪/惊悚,莱昂纳多·迪卡普里奥,马丁·斯科塞斯,tt0407887
25773932,Movie,爆裂鼓手,2014,PT1H47M,8.7,338807,美国,英语,剧情/音乐,迈尔斯·特勒,达米恩·查泽雷,tt2582802
1293394,Movie,西部往事,1968,PT2H55M,8.6,28609,意大利,英语,剧情/犯罪/西部,亨利·方达,赛尔乔·莱昂内,tt0064116
1780330,Movie,致命魔术,2006,PT2H10M,8.8,522592,美国,英语,剧情/悬疑/惊悚,休·杰克曼,克里斯托弗·诺兰,tt0482571
1296753,Movie,卡萨布兰卡,1942,PT1H42M,8.6,164789,美国,英语,剧情/爱情/战争,亨弗莱·鲍嘉,迈克尔·柯蒂兹,tt0034583
1293318,Movie,萤火虫之墓,1988,PT1H29M,8.7,284020,日本,日语,动画/剧情/战争,辰己努,高畑勋,tt0095327
26100958,Movie,复仇者联盟4：终局之战,2019,PT3H1M,8.5,702798,美国,英语,动作/科幻/奇幻/冒险,小罗伯特·唐尼,安东尼·罗素,tt4154796
1299080,Movie,后窗,1954,PT1H52M,8.5,99815,美国,英语,悬疑/惊悚,詹姆斯·斯图尔特,阿尔弗雷德·希区柯克,tt0047396
1291828,Movie,天堂电影院,1988,PT2H35M,9.2,431231,意大利,意大利语,剧情/爱情,安东内拉·阿蒂利,朱塞佩·托纳多雷,tt0095765
1300868,Movie,异形,1979,PT1H57M,8.1,144249,英国,英语,恐怖/科幻,西格妮·韦弗,雷德利·斯科特,tt0078748
1296717,Movie,夺宝奇兵,1981,PT1H55M,7.9,60643,美国,英语,动作/冒险,哈里森·福特,史蒂文·斯皮尔伯格,tt0082971
1304447,Movie,记忆碎片,2000,PT1H53M,8.6,388507,美国,英语,犯罪/剧情/悬疑/惊悚,盖·皮尔斯,克里斯托弗·诺兰,tt0209144
1292260,Movie,现代启示录,1979,PT2H27M,8.4,65759,美国,英语,剧情/战争,马龙·白兰度,弗朗西斯·福特·科波拉,tt0078788
1295646,Movie,大独裁者,1940,PT2H5M,9,42164,美国,英语,喜剧/剧情/战争,查理·卓别林,查理·卓别林,tt0032553
1900841,Movie,窃听风暴,2006,PT2H17M,9.1,356786,德国,德语,剧情/悬疑,乌尔里希·穆埃,弗洛里安·亨克尔·冯·多纳斯马尔克,tt0405094
27010768,Movie,寄生虫,2019,PT2H12M,8.7,456808,韩国,韩语,剧情/喜剧,宋康昊,奉俊昊,tt6751668
6307447,Movie,被解救的姜戈,2012,PT2H43M,8.7,377359,美国,英语,剧情/动作/西部/冒险,杰米·福克斯,昆汀·塔伦蒂诺,tt1853728
24773958,Movie,复仇者联盟3：无限战争,2018,PT2H29M,8.1,618549,美国,英语,动作/科幻/奇幻/冒险,小罗伯特·唐尼,安东尼·罗素,tt4154756
26374197,Movie,蜘蛛侠：平行宇宙,2018,PT1H56M,8.6,398993,美国,英语,动作/科幻/动画/冒险,沙梅克·摩尔,鲍勃·佩尔西凯蒂,tt4633694
1292225,Movie,闪灵,1980,PT1H59M,8.2,259152,英国,英语,剧情/悬疑/恐怖,杰克·尼科尔森,斯坦利·库布里克,tt0081505
1292969,Movie,光荣之路,1957,PT1H28M,9,25698,美国,英语,剧情/战争,柯克·道格拉斯,斯坦利·库布里克,tt0050825
2131459,Movie,机器人总动员,2008,PT1H38M,9.3,835162,美国,英语,爱情/科幻/动画/冒险,本·贝尔特,安德鲁·斯坦顿,tt0910970
1297359,Movie,幽灵公主,1997,PT2H14M,8.9,348906,日本,日语,动画/奇幻/冒险,松田洋治,宫崎骏,tt0119698
1298733,Movie,日落大道,1950,PT1H50M,8.7,32014,美国,英语,剧情/黑色电影,威廉·霍尔登,比利·怀德,tt0043014
1322848,Movie,奇爱博士,1964,PT1H35M,8.8,56690,美国,英语,喜剧/剧情,彼得·塞勒斯,斯坦利·库布里克,tt0057012
1308865,Movie,老男孩,2003,PT2H0M,8.2,192394,韩国,韩语,剧情/动作/爱情/悬疑,崔岷植,朴赞郁,tt0364569
1296141,Movie,控方证人,1957,PT1H56M,9.6,218465,美国,英语,剧情/犯罪/悬疑,泰隆·鲍华,比利·怀德,tt0051201
3395373,Movie,蝙蝠侠：黑暗骑士崛起,2012,PT2H45M,8.7,438847,美国,英语,剧情/动作/科幻/犯罪/惊悚,克里斯蒂安·贝尔,克里斯托弗·诺兰,tt1345836
1292262,Movie,美国往事,1984,PT3H49M,9.2,260508,意大利,英语,犯罪/剧情,罗伯特·德尼罗,赛尔乔·莱昂内,tt0087843
1293792,Movie,异形2,1986,PT2H17M,8,92005,美国,英语,动作/科幻/恐怖,西格妮·韦弗,詹姆斯·卡梅隆,tt0090605
1292062,Movie,美国丽人,1999,PT2H2M,8.5,244609,美国,英语,剧情/爱情/家庭,凯文·史派西,萨姆·门德斯,tt0169547
26683290,Movie,你的名字。,2016,PT1H46M,8.4,810510,日本,日语,剧情/爱情/动画,神木隆之介,新海诚,tt5311514
20495023,Movie,寻梦环游记,2017,PT1H45M,9,870800,美国,英语,喜剧/动画/奇幻/音乐,安东尼·冈萨雷斯,李·昂克里奇,tt2380307
1294639,Movie,勇敢的心,1995,PT2H57M,8.9,401935,美国,英语,动作/传记/剧情/历史/战争,梅尔·吉布森,梅尔·吉布森,tt0112573
1293909,Movie,从海底出击,1981,PT2H29M,9,22219,原西德,德语,剧情/历史/战争/冒险,尤尔根·普洛斯诺,沃尔夫冈·彼德森,tt0082096
3793023,Movie,三傻大闹宝莱坞,2009,PT2H51M,9.2,1142718,印度,印地语,剧情/喜剧/爱情/歌舞,阿米尔·汗,拉吉库马尔·希拉尼,tt1187043
2363506,Movie,地球上的星星,2007,PT2H45M,8.9,127522,印度,印地语,剧情/儿童/家庭,达席尔·萨法瑞,阿米尔·汗,tt0986264
1297151,Movie,星球大战3：绝地归来,1983,PT2H11M,8.3,61687,美国,英语,动作/科幻/冒险,马克·哈米尔,理查德·马昆德,tt0086190
1291575,Movie,玩具总动员,1995,PT1H21M,8.4,230067,美国,英语,喜剧/动画/家庭,汤姆·汉克斯,约翰·拉塞特,tt0114709
1299603,Movie,落水狗,1992,PT1H39M,8.4,137777,美国,英语,惊悚/犯罪,哈威·凯特尔,昆汀·塔伦蒂诺,tt0105236
1293399,Movie,莫扎特传,1984,PT2H40M,8.7,76316,美国,英语,传记/剧情/音乐,汤姆·休斯克,米洛斯·福尔曼,tt0086879
26387939,Movie,摔跤吧！爸爸,2016,PT2H41M,9,913641,印度,印地语,剧情/传记/运动/家庭,阿米尔·汗,涅提·蒂瓦里,tt5074352
1438652,Movie,无耻混蛋,2009,PT2H33M,8.5,308210,德国,英语,剧情/犯罪,布拉德·皮特,昆汀·塔伦蒂诺,tt0361748
1292656,Movie,心灵捕手,1997,PT2H6M,8.9,424513,美国,英语,剧情,马特·达蒙,格斯·范·桑特,tt0119217
1293381,Movie,M就是凶手,1931,PT1H57M,8.3,20215,德国,德语,剧情/犯罪/惊悚/黑色电影,彼得·洛,弗里茨·朗,tt0022100
1292270,Movie,梦之安魂曲,2000,PT1H42M,8.7,149611,美国,英语,剧情,艾伦·伯斯汀,达伦·阿伦诺夫斯基,tt0180093
1292226,Movie,2001太空漫游,1968,PT2H29M,8.8,164371,英国,英语,科幻/惊悚/冒险,凯尔·杜拉,斯坦利·库布里克,tt0062622
1297294,Movie,迷魂记,1958,PT2H8M,8.6,58823,美国,英语,爱情/悬疑/惊悚,詹姆斯·斯图尔特,阿尔弗雷德·希区柯克,tt0052357
1308777,Movie,暖暖内含光,2004,PT1H48M,8.5,176522,美国,英语,剧情/爱情/奇幻,金·凯瑞,米歇尔·贡德里,tt0338013
1292288,Movie,公民凯恩,1941,PT1H59M,8.6,66690,美国,英语,剧情/悬疑,奥逊·威尔斯,奥逊·威尔斯,tt0033467
6985810,Movie,狩猎,2012,PT1H55M,9.1,207158,丹麦,丹麦语,剧情,麦斯·米科尔森,托马斯·温特伯格,tt2106476
1300055,Movie,全金属外壳,1987,PT1H56M,8.5,84240,英国,英语,剧情/战争,亚当·鲍德温,斯坦利·库布里克,tt0093058
1295872,Movie,西北偏北,1959,PT2H16M,8.2,58673,美国,英语,动作/犯罪/悬疑,加里·格兰特,阿尔弗雷德·希区柯克,tt0053125
1292233,Movie,发条橙,1971,PT2H16M,8.5,252238,英国,英语,犯罪/剧情/科幻,马尔科姆·麦克道威尔,斯坦利·库布里克,tt0066921
1301171,Movie,偷拐抢骗,2000,PT1H44M,8.5,140051,英国,英语,喜剧/犯罪,本尼西奥·德尔·托罗,盖·里奇,tt0208092
1293270,Movie,寻子遇仙记,1921,PT1H8M,9.2,20851,美国,英语,剧情/喜剧/家庭,查理·卓别林,查理·卓别林,tt0012349
1292215,Movie,天使爱美丽,2001,PT2H2M,8.7,683743,法国,法语,喜剧/爱情,奥黛丽·塔图,让-皮埃尔·热内,tt0211915
1295873,Movie,偷自行车的人,1948,PT1H29M,9,55882,意大利,意大利语,犯罪/剧情,兰贝托·马乔拉尼,维托里奥·德西卡,tt0040522
1292065,Movie,疤面煞星,1983,PT2H50M,8.3,45391,美国,英语,犯罪/剧情/惊悚,阿尔·帕西诺,布莱恩·德·帕尔玛,tt0086250
1293460,Movie,雨中曲,1952,PT1H43M,9,130427,美国,英语,喜剧/歌舞/爱情,吉恩·凯利,斯坦利·多南,tt0045152
1292349,Movie,阿拉伯的劳伦斯,1962,PT3H36M,8.7,31074,英国,英语,剧情/传记/冒险,彼得·奥图尔,大卫·里恩,tt0056172
1292222,Movie,出租车司机,1976,PT1H53M,8.5,132535,美国,英语,剧情/犯罪,罗伯特·德尼罗,马丁·斯科塞斯,tt0075314
1858711,Movie,玩具总动员3,2010,PT1H43M,8.8,296571,美国,英语,喜剧/动画/奇幻/冒险,汤姆·汉克斯,李·昂克里奇,tt0435761
1292269,Movie,骗中骗,1973,PT2H9M,8.7,34366,美国,英语,剧情/喜剧/犯罪,保罗·纽曼,乔治·罗伊·希尔,tt0070735
1298107,Movie,大都会,1927,PT2H33M,9,22276,德国,无对白,剧情/科幻,阿弗莱德·阿贝尔,弗里茨·朗,tt0017136
1295586,Movie,黄昏双镖客,1965,PT2H12M,8.7,23348,意大利,意大利语,西部,克林特·伊斯特伍德,赛尔乔·莱昂内,tt0059578
1293847,Movie,生之欲,1952,PT2H23M,9.1,17359,日本,日语,剧情,志村乔,黑泽明,tt0044741
1293226,Movie,双重赔偿,1944,PT1H47M,8.5,19934,美国,英语,犯罪/黑色电影/惊悚,弗莱德·麦克莫瑞,比利·怀德,tt0036775
5964718,Movie,一次别离,2011,PT2H3M,8.7,174568,伊朗,波斯语,剧情/家庭,佩曼·莫阿迪,阿斯哈·法哈蒂,tt1832382
1297991,Movie,杀死一只知更鸟,1962,PT2H9M,8.5,37343,美国,英语,犯罪/剧情/悬疑,格利高里·派克,罗伯特·马利根,tt0056592
1293471,Movie,夺宝奇兵3,1989,PT2H7M,8.2,45223,美国,英语,动作/冒险,哈里森·福特,史蒂文·斯皮尔伯格,tt0097576
30170448,Movie,何以为家,2018,PT2H6M,9.1,423235,黎巴嫩,阿拉伯语,剧情,赞恩·阿尔·拉菲亚,娜丁·拉巴基,tt8267604
1394218,Movie,桃色公寓,1960,PT2H5M,8.7,24148,美国,英语,爱情/喜剧/剧情,杰克·莱蒙,比利·怀德,tt0053604
2129039,Movie,飞屋环游记,2009,PT1H36M,9,818871,美国,英语,剧情/喜剧/动画/冒险,爱德华·阿斯纳,彼特·道格特,tt1049413
1292348,Movie,洛城机密,1997,PT2H18M,8.7,94991,美国,英语,剧情/犯罪/悬疑/惊悚,凯文·史派西,柯蒂斯·汉森,tt0119488
1294917,Movie,巨蟒与圣杯,1975,PT1H31M,7.9,15096,英国,英语,喜剧/奇幻/冒险,格雷厄姆·查普曼,特瑞·吉列姆,tt0071853
4935242,Movie,焦土之城,2010,PT2H11M,8.6,25450,加拿大,法语,剧情/战争/悬疑,雷米·吉拉德,丹尼斯·维伦纽瓦,tt1255953
1295686,Movie,盗火线,1995,PT2H50M,8.4,80221,美国,英语,剧情/动作/犯罪/惊悚,阿尔·帕西诺,迈克尔·曼,tt0113277
1291879,Movie,罗生门,1950,PT1H28M,8.8,184966,日本,日语,犯罪/剧情/悬疑,三船敏郎,黑泽明,tt0042876
1292515,Movie,用心棒,1961,PT1H50M,8.9,21452,日本,日语,动作/犯罪/剧情/惊悚,三船敏郎,黑泽明,tt0055630
1309069,Movie,蝙蝠侠：侠影之谜,2005,PT2H20M,8.4,221958,美国,英语,剧情/动作/科幻/犯罪/惊悚,克里斯蒂安·贝尔,克里斯托弗·诺兰,tt0372784
