subject_id,type,中文名,年份,片长,评分,评价人数,国家,语言,类型,主演,导演,IMDB编号
1292697,Movie,虎胆龙威,1988,PT2H12M,8.2,60839,美国,英语,动作/犯罪/惊悚,布鲁斯·威利斯,约翰·麦克蒂尔南,tt0095016
1293566,Movie,不可饶恕,1992,PT2H11M,8.4,43582,美国,英语,剧情/西部,克林特·伊斯特伍德,克林特·伊斯特伍德,tt0105695
27060077,Movie,绿皮书,2018,PT2H10M,8.9,828105,美国,英语,剧情/喜剧/传记,维果·莫腾森,彼得·法雷里,tt6966692
1309115,Movie,帝国的毁灭,2004,PT2H36M,8.7,51167,德国,德语,传记/剧情/历史/战争,布鲁诺·甘茨,奥利弗·希施比格尔,tt0363163
1303021,Movie,小鞋子,1997,PT1H29M,9.2,233445,伊朗,波斯语,剧情/儿童/家庭,法拉赫阿米尔·哈什米安,马基德·马基迪,tt0118849
1292574,Movie,热情如火,1959,PT2H0M,8.8,32522,美国,英语,喜剧,玛丽莲·梦露,比利·怀德,tt0053291
1308807,Movie,哈尔的移动城堡,2004,PT1H59M,9,599742,日本,日语,动画/奇幻/冒险,倍赏千惠子,宫崎骏,tt0347149
1294947,Movie,大逃亡,1963,PT2H52M,8.4,6513,美国,英语,剧情/历史/冒险,史蒂夫·麦奎因,约翰·斯特奇斯,tt0057115
1291560,Movie,龙猫,1988,PT1H26M,9.2,779572,日本,日语,动画/奇幻/冒险,日高法子,宫崎骏,tt0096283
1296196,Movie,乱,1985,PT2H42M,8.9,49072,日本,日语,动作/剧情/战争,仲代达矢,黑泽明,tt0089881
1306029,Movie,美丽心灵,2001,PT2H15M,9,465905,美国,英语,传记/剧情,罗素·克劳,朗·霍华德,tt0268978
1401385,Movie,彗星美人,1950,PT2H18M,8.6,14949,美国,英语,剧情,贝蒂·戴维斯,约瑟夫·L·曼凯维奇,tt0042192
1767042,Movie,潘神的迷宫,2006,PT1H58M,7.8,158397,西班牙,西班牙语,剧情/奇幻/悬疑/战争,伊万娜·巴克罗,吉尔莫·德尔·托罗,tt0457430
25823663,Movie,较量,2013,N/A,8.4,339,印度,马拉雅拉姆语,剧情/惊悚/家庭,莫哈恩拉,Jeethu Joseph,tt3417422
1422186,Movie,自己去看,1985,PT2H16M,8.5,3235,苏联,Belarusian,剧情/战争,阿列克谢·克拉夫琴科,依莱姆·克里莫夫,tt0091251
1299799,Movie,赌城风云,1995,PT2H58M,8.2,24941,美国,英语,传记/犯罪/剧情,罗伯特·德尼罗,马丁·斯科塞斯,tt0112641
4066125,Movie,谜一样的双眼,2009,PT2H9M,8.3,65695,阿根廷,西班牙语,剧情/爱情/犯罪/悬疑,里卡多·达林,胡安·何塞·坎帕内利亚,tt1305806
1293350,Movie,两杆大烟枪,1998,PT1H47M,9.1,383727,英国,英语,剧情/喜剧/犯罪,杰森·弗莱明,盖·里奇,tt0120735
1293155,Movie,愤怒的公牛,1980,PT2H9M,8.4,36170,美国,英语,剧情/传记/运动,罗伯特·德尼罗,马丁·斯科塞斯,tt0081398
1793200,Movie,我的父亲，我的儿子,2005,PT1H53M,9,14306,土耳其,土耳其语,剧情/家庭,切邓·泰肯多尔,查恩·厄尔马克,tt0476735
1292516,Movie,碧血金沙,1948,PT2H6M,8.6,5240,美国,英语,冒险/剧情/西部/动作,亨弗莱·鲍嘉,约翰·休斯顿,tt0040897
2997076,Movie,华尔街之狼,2013,PT3H0M,7.8,222540,美国,英语,剧情/喜剧/传记/犯罪,莱昂纳多·迪卡普里奥,马丁·斯科塞斯,tt0993846
1292589,Movie,纽伦堡的审判,1961,PT3H6M,9.1,4654,美国,英语,剧情/历史,斯宾塞·屈塞,斯坦利·克雷默,tt0055031
26611804,Movie,三块广告牌,2017,PT1H55M,8.7,521978,美国,英语,剧情/犯罪,弗兰西斯·麦克多蒙德,马丁·麦克唐纳,tt5027774
1293889,Movie,唐人街,1974,PT2H10M,8.4,34125,美国,英语,犯罪/剧情/悬疑/惊悚,杰克·尼科尔森,罗曼·波兰斯基,tt0071315
1298817,Movie,淘金记,1925,PT1H35M,9.1,27267,美国,英语,喜剧/爱情/西部/冒险,查理·卓别林,查理·卓别林,tt0015864
1301231,Movie,电话谋杀案,1954,PT1H45M,8.7,41959,美国,英语,犯罪/悬疑/惊悚,雷·米兰德,阿尔弗雷德·希区柯克,tt0046912
10533913,Movie,头脑特工队,2015,PT1H35M,8.7,358046,美国,英语,喜剧/动画/冒险,艾米·波勒,彼特·道格特,tt2096673
1945780,Movie,血色将至,2007,PT2H38M,8.3,45433,美国,英语,剧情,丹尼尔·戴-刘易斯,保罗·托马斯·安德森,tt0469494
1309046,Movie,V字仇杀队,2005,PT2H12M,8.9,667184,美国,英语,剧情/动作/科幻/惊悚,娜塔莉·波特曼,詹姆斯·麦克特格,tt0434409
1293234,Movie,第七封印,1957,PT1H36M,8.4,33461,瑞典,瑞典语,剧情/奇幻,古纳尔·布约恩施特兰德,英格玛·伯格曼,tt0050976
3217169,Movie,勇士,2011,PT2H20M,8.9,111397,美国,英语,剧情/运动/家庭,汤姆·哈迪,加文·欧康诺,tt1291584
25724855,Movie,房间,2015,PT1H58M,8.8,241708,爱尔兰,英语,剧情/家庭,布丽·拉尔森,伦尼·阿伯拉罕森,tt3170832
1857099,Movie,老无所依,2007,PT2H2M,8.2,182472,美国,英语,犯罪/剧情/惊悚,汤米·李·琼斯,伊桑·科恩,tt0477348
1292528,Movie,猜火车,1996,PT1H34M,8.5,314576,英国,英语,剧情/犯罪,伊万·麦克格雷格,丹尼·博伊尔,tt0117951
1293200,Movie,象人,1980,PT2H4M,8.1,17008,美国,英语,传记/剧情/历史,安东尼·霍普金斯,大卫·林奇,tt0080678
1297630,Movie,第六感,1999,PT1H47M,8.8,340879,美国,英语,剧情/悬疑/惊悚,布鲁斯·威利斯,M·奈特·沙马兰,tt0167404
30334073,Movie,调音师,2018,PT2H19M,8.3,514526,印度,印地语,喜剧/犯罪/悬疑/惊悚,阿尤斯曼·库拉纳,斯里兰姆·拉格万,tt8108198
2334904,Movie,禁闭岛,2010,PT2H18M,8.8,567290,美国,英语,剧情/悬疑/惊悚,莱昂纳多·迪卡普里奥,马丁·斯科塞斯,tt1130884
1296794,Movie,怪形,1982,PT1H49M,7.9,25042,美国,英语,科幻/悬疑/恐怖,库尔特·拉塞尔,约翰·卡朋特,tt0084787
1300267,Movie,乱世佳人,1939,PT3H58M,9.3,413905,美国,英语,剧情/历史/爱情/战争,费雯·丽,维克多·弗莱明,tt0031381
1294958,Movie,桂河大桥,1957,PT2H41M,8.4,16797,英国,英语,剧情/历史/战争,威廉·霍尔登,大卫·里恩,tt0050212
1291839,Movie,银翼杀手,1982,PT1H57M,8.4,131607,美国,英语,科幻/惊悚,哈里森·福特,雷德利·斯科特,tt0083658
1295451,Movie,第三人,1949,PT1H45M,8.3,13773,英国,英语,黑色电影/悬疑/惊悚,约瑟夫·科顿,卡罗尔·里德,tt0041959
1292521,Movie,码头风云,1954,PT1H48M,7.9,9715,美国,英语,犯罪/剧情/爱情,马龙·白兰度,伊利亚·卡赞,tt0047296
1293071,Movie,野草莓,1957,PT1H31M,8.7,35134,瑞典,瑞典语,剧情/爱情/家庭,维克多·斯约斯特洛姆,英格玛·伯格曼,tt0050986
1292523,Movie,侏罗纪公园,1993,PT2H7M,8.1,220661,美国,英语,科幻/惊悚/冒险,山姆·尼尔,史蒂文·斯皮尔伯格,tt0107290
2066486,Movie,强盗,1996,PT2H8M,6.6,190,土耳其,土耳其语,动作/犯罪/剧情/爱情/惊悚,塞内尔·森,Yavuz Turgul,tt0116231
1291586,Movie,海底总动员,2003,PT1H40M,8.3,273150,美国,英语,喜剧/动画/冒险,艾伯特·布鲁克斯,安德鲁·斯坦顿,tt0266543
3026357,Movie,老爷车,2008,PT1H56M,8.6,62518,美国,英语,剧情,克林特·伊斯特伍德,克林特·伊斯特伍德,tt1205489
1292067,Movie,冰血暴,1996,PT1H38M,7.9,57096,美国,英语,犯罪/剧情/惊悚,威廉姆·H·梅西,乔尔·科恩,tt0116282
1291580,Movie,杀死比尔,2003,PT1H51M,8.2,299726,美国,英语,动作/犯罪/惊悚,乌玛·瑟曼,昆汀·塔伦蒂诺,tt0266697
1292403,Movie,猎鹿人,1978,PT3H2M,8.4,23892,美国,英语,剧情/战争,梅丽尔·斯特里普,迈克尔·西米诺,tt0077416
1295656,Movie,潜行者,1979,PT2H43M,8.7,12227,苏联,俄语,剧情/科幻/悬疑,亚历山大·凯伊达诺夫斯基,安德烈·塔可夫斯基,tt0079944
1291568,Movie,东京物语,1953,PT2H16M,9.2,77027,日本,日语,剧情/家庭,笠智众,小津安二郎,tt0046438
1300044,Movie,谋杀绿脚趾,1998,PT1H57M,7.7,37210,美国,英语,喜剧/犯罪,杰夫·布里吉斯,乔尔·科恩,tt0118715
1292064,Movie,楚门的世界,1998,PT1H43M,9.2,893198,美国,英语,剧情/科幻,金·凯瑞,彼得·威尔,tt0120382
24750126,Movie,荒蛮故事,2014,PT2H2M,8.8,238805,阿根廷,西班牙语,剧情/喜剧/犯罪,达里奥·格兰迪内蒂,达米安·斯兹弗隆,tt3011894
3072124,Movie,玛丽和马克思,2009,PT1H32M,8.9,299456,澳大利亚,英语,剧情/喜剧/动画,托妮·科莱特,亚当·艾略特,tt0978762
1297009,Movie,因父之名,1993,PT2H13M,8.8,27505,爱尔兰,英语,传记/剧情,丹尼尔·戴-刘易斯,吉姆·谢里丹,tt0107207
21318488,Movie,消失的爱人,2014,PT2H29M,8.7,552671,美国,英语,剧情/犯罪/悬疑/惊悚,本·阿弗莱克,大卫·芬奇,tt2267998
26325320,Movie,血战钢锯岭,2016,PT2H19M,8.7,499375,美国,英语,剧情/传记/历史/战争,安德鲁·加菲尔德,梅尔·吉布森,tt2119532
1303408,Movie,福尔摩斯二世,1924,PT0H45M,9.5,10120,美国,无对白,喜剧/奇幻,巴斯特·基顿,巴斯特·基顿,tt0015324
1292778,Movie,将军号,1926,PT1H7M,9.1,13421,美国,无对白,剧情/喜剧/动作/战争/冒险,巴斯特·基顿,巴斯特·基顿,tt0017925
2353023,Movie,驯龙高手,2010,PT1H38M,8.7,461883,美国,英语,动画/奇幻/冒险,杰伊·巴鲁切尔,迪恩·德布洛斯,tt0892769
1297127,Movie,史密斯先生到华盛顿,1939,PT2H9M,8.7,7130,美国,英语,剧情,詹姆斯·斯图尔特,弗兰克·卡普拉,tt0031679
1300299,Movie,杀人回忆,2003,PT2H11M,8.8,365412,韩国,韩语,犯罪/剧情/悬疑/惊悚,宋康昊,奉俊昊,tt0353969
11525673,Movie,布达佩斯大饭店,2014,PT1H39M,8.8,530719,美国,英语,剧情/喜剧/冒险,拉尔夫·费因斯,韦斯·安德森,tt2278388
1294438,Movie,假面,1966,PT1H25M,8.7,14428,瑞典,瑞典语,剧情,毕比·安德松,英格玛·伯格曼,tt0060827
1296339,Movie,爱在黎明破晓前,1995,PT1H41M,8.8,345216,美国,英语,剧情/爱情,伊桑·霍克,理查德·林克莱特,tt0112471
1305487,Movie,猫鼠游戏,2002,PT2H21M,8.9,442147,美国,英语,传记/犯罪/剧情,莱昂纳多·迪卡普里奥,史蒂文·斯皮尔伯格,tt0264464
1905462,Movie,荒野生存,2007,PT2H28M,8.6,164282,美国,英语,冒险/传记/剧情,埃米尔·赫斯基,西恩·潘,tt0758758
1299932,Movie,恐惧的代价,1953,PT2H11M,8.7,7581,法国,法语,剧情/惊悚/冒险,伊夫·蒙当,亨利-乔治·克鲁佐,tt0046268
1299204,Movie,红菱艳,1948,PT2H13M,8.2,6144,英国,英语,剧情/爱情/音乐,莫伊拉·希勒,埃默里克·普雷斯伯格,tt0040725
1293698,Movie,铁窗喋血,1967,PT2H6M,8.1,4110,美国,英语,犯罪/剧情,保罗·纽曼,斯图尔特·罗森博格,tt0061512
6879185,Movie,为奴十二年,2013,PT2H14M,8.1,147058,美国,英语,剧情/传记/历史,切瓦特·埃加福,史蒂夫·麦奎因,tt2024544
3592859,Movie,囚徒,2013,PT2H33M,8,73183,美国,英语,剧情/犯罪/悬疑,休·杰克曼,丹尼斯·维伦纽瓦,tt1392214
1297531,Movie,电视台风云,1976,PT2H1M,8.4,7903,美国,英语,剧情,费·唐纳薇,西德尼·吕美特,tt0074958
1292881,Movie,万世魔星,1979,PT1H34M,8,8037,英国,英语,喜剧,格雷厄姆·查普曼,特瑞·琼斯,tt0079470
1292925,Movie,伴我同行,1986,PT1H29M,8.9,72829,美国,英语,剧情/儿童/冒险,瑞凡·菲尼克斯,罗伯·莱纳,tt0092005
1293783,Movie,圣女贞德蒙难记,1928,PT1H50M,8.7,6339,法国,法语,传记/犯罪/剧情/历史,玛利亚·法奥康涅蒂,卡尔·西奥多·德莱叶,tt0019254
3592854,Movie,疯狂的麦克斯4：狂暴之路,2015,PT2H0M,8.6,314384,澳大利亚,英语,动作/科幻/冒险,汤姆·哈迪,乔治·米勒,tt1392190
1889053,Movie,芭萨提的颜色,2006,PT2H47M,8.6,12336,印度,乌尔都语,剧情/喜剧/历史,阿米尔·汗,拉凯什·奥姆普拉卡西·梅赫拉,tt0405508
1293396,Movie,野战排,1986,PT2H0M,8.2,31151,美国,英语,动作/剧情/战争,威廉·达福,奥利佛·斯通,tt0091763
1298248,Movie,安德烈·卢布廖夫,1966,PT2H25M,9,6208,苏联,俄语,传记/剧情/历史/战争,安纳托利·索洛尼岑,安德烈·塔可夫斯基,tt0060107
6803494,Movie,极速风流,2013,PT2H3M,8.7,102959,英国,英语,剧情/传记/运动,克里斯·海姆斯沃斯,朗·霍华德,tt1979320
1309016,Movie,百万美元宝贝,2004,PT2H12M,8.6,138307,美国,英语,剧情/运动,克林特·伊斯特伍德,克林特·伊斯特伍德,tt0405159
3011091,Movie,忠犬八公的故事,2009,PT1H33M,9.3,851871,美国,英语,剧情,理查·基尔,拉斯·霍尔斯道姆,tt1028532
25765735,Movie,金刚狼3：殊死一战,2017,PT2H3M,8.3,338068,美国,英语,剧情/动作/科幻,休·杰克曼,詹姆斯·曼高德,tt3315342
1292472,Movie,巴里·林登,1975,PT3H5M,8.8,20285,英国,英语,剧情/爱情/战争,瑞安·奥尼尔,斯坦利·库布里克,tt0072684
1293150,Movie,宾虚,1959,PT3H32M,8.6,23900,美国,英语,剧情/动作/历史/战争/冒险,查尔顿·赫斯顿,威廉·惠勒,tt0052618
1291585,Movie,风之谷,1984,PT1H57M,8.8,254447,日本,日语,动画/奇幻/冒险,岛本须美,宫崎骏,tt0087544
1291822,Movie,卢旺达饭店,2004,PT2H1M,8.9,169385,英国,英语,剧情/历史/战争,唐·钱德尔,特瑞·乔治,tt0395169
1292216,Movie,爱情是狗娘,2000,PT2H34M,8.2,39670,墨西哥,西班牙语,剧情/惊悚,盖尔·加西亚·贝纳尔,亚利桑德罗·冈萨雷斯·伊纳里图,tt0245712
1301216,Movie,歼匪喋血战,1949,PT1H54M,8.4,1052,美国,英语,剧情/犯罪/惊悚/黑色电影,詹姆斯·卡格尼,拉乌尔·沃尔什,tt0042041
1300056,Movie,四百击,1959,PT1H39M,8.7,64795,法国,法语,犯罪/剧情,让-皮埃尔·利奥德,弗朗索瓦·特吕弗,tt0053198
3011235,Movie,哈利·波特与死亡圣器(下),2011,PT2H10M,8.8,433157,美国,英语,剧情/悬疑/奇幻/冒险,丹尼尔·雷德克里夫,大卫·叶茨,tt1201607
25954475,Movie,聚焦,2015,PT2H8M,8.8,180401,美国,英语,剧情/传记,马克·鲁弗洛,汤姆·麦卡锡,tt1895587
1291548,Movie,死亡诗社,1989,PT2H8M,9.1,434710,美国,英语,剧情,罗宾·威廉姆斯,彼得·威尔,tt0097165
1293841,Movie,倒扣的王牌,1951,PT1H51M,8.7,7104,美国,英语,剧情/黑色电影,柯克·道格拉斯,比利·怀德,tt0043338
1293824,Movie,蝴蝶梦,1940,PT2H10M,8.3,50451,美国,英语,剧情/爱情/悬疑,劳伦斯·奥利弗,阿尔弗雷德·希区柯克,tt0032976
1295742,Movie,洛奇,1976,PT2H0M,8.6,34606,美国,英语,剧情/爱情/运动,西尔维斯特·史泰龙,约翰·G·艾维尔森,tt0075148
1291579,Movie,怪兽电力公司,2001,PT1H32M,8.7,383792,美国,英语,儿童/喜剧/动画/奇幻/冒险,约翰·古德曼,彼特·道格特,tt0198781
1295684,Movie,一夜风流,1934,PT1H45M,8.7,32639,美国,英语,喜剧/爱情,克拉克·盖博,弗兰克·卡普拉,tt0025316
1306449,Movie,怒火青春,1995,PT1H38M,8.2,11507,法国,法语,犯罪/剧情,文森特·卡索,马修·卡索维茨,tt0113247
10605729,Movie,瓦塞浦黑帮(上),2012,PT2H40M,6.6,581,印度,印地语,剧情/动作/犯罪,杰德普.阿赫拉瓦迪,阿努拉格·卡施亚普,tt1954470
25977027,Movie,小姐,2016,PT2H25M,8.1,184307,韩国,韩语,剧情/悬疑/同性,金敏喜,朴赞郁,tt4016934
2254631,Movie,印度往事,2001,PT3H44M,7.8,3068,印度,北印度语,剧情/歌舞/爱情/运动,阿米尔·汗,阿素托史·哥瓦力克,tt0169102
1297280,Movie,公主新娘,1987,PT1H38M,7,8551,美国,英语,冒险/喜剧/家庭/奇幻/爱情,加利·艾尔维斯,罗伯·莱纳,tt0093779
1963326,Movie,穆那大哥做医生,2003,PT2H35M,7.5,459,印度,北印度语,喜剧/犯罪,Rajkumar Hirani,拉吉库马尔·希拉尼,tt0374887
10741643,Movie,我的个神啊,2014,PT2H19M,8.4,252940,印度,印地语,喜剧/奇幻,阿米尔·汗,拉吉库马尔·希拉尼,tt2338151
1297602,Movie,虎豹小霸王,1969,PT1H50M,8.6,12731,美国,英语,冒险/犯罪/剧情/西部,保罗·纽曼,乔治·罗伊·希尔,tt0064115
1291990,Movie,爱在日落黄昏时,2004,PT1H20M,8.8,301148,美国,英语,剧情/爱情,伊桑·霍克,理查德·林克莱特,tt0381681
3792848,Movie,相助,2011,PT2H26M,8.8,72720,美国,英语,剧情,艾玛·斯通,泰特·泰勒,tt1454029
1302770,Movie,阿基拉,1988,PT2H4M,8.4,35141,日本,日语,动作/科幻/动画,岩田光央,大友克洋,tt0094625
1479526,Movie,吾土吾民,2004,PT3H30M,7.6,669,印度,印地语,剧情,沙鲁克·汗,阿素托史·哥瓦力克,tt0367110
1300656,Movie,终结者,1984,PT1H47M,8.1,136201,美国,英语,动作/科幻/惊悚,阿诺·施瓦辛格,詹姆斯·卡梅隆,tt0088247
1291557,Movie,花样年华,2000,PT1H38M,8.6,352428,中国香港,粤语,剧情/爱情,梁朝伟,王家卫,tt0118694
1302061,Movie,德州巴黎,1984,PT2H25M,8.6,33935,英国,英语,剧情,哈利·戴恩·斯坦通,维姆·文德斯,tt0087884
1299513,Movie,阿拉丁,1992,PT1H30M,8.2,51932,美国,英语,喜剧/动画/冒险,斯科特·维内尔,罗恩·克莱蒙兹,tt0103639
1303556,Movie,泯灭天使,1962,PT1H35M,8.4,2874,墨西哥,西班牙语,喜剧/剧情/奇幻/悬疑,西尔维娅·皮纳尔,路易斯·布努埃尔,tt0056732
7065154,Movie,银河护卫队,2014,PT2H1M,8.1,393296,美国,英语,动作/科幻/冒险,克里斯·帕拉特,詹姆斯·古恩,tt2015381
1307914,Movie,无间道,2002,PT1H41M,9.2,733927,中国香港,粤语,剧情/犯罪/悬疑,刘德华,刘伟强,tt0338564
1419005,Movie,阿尔及尔之战,1966,PT2H1M,8.5,4889,意大利,法语,剧情/历史/战争,Brahim Hadjadj,吉洛·彭泰科沃,tt0058946
1308892,Movie,新世纪福音战士剧场版：Air/真心为你,1997,PT1H27M,9.4,40372,日本,日语,剧情/科幻/动画,绪方惠美,庵野秀明,tt0169858
1291583,Movie,天空之城,1986,PT2H5M,9.1,530276,日本,日语,动画/奇幻/冒险,田中真弓,宫崎骏,tt0092067
